Date,Country,Confirmed
4/18/20,Algeria,2534
4/18/20,Andorra,704
4/18/20,Angola,24
4/18/20,Antigua and Barbuda,23
4/18/20,Argentina,2758
4/18/20,Armenia,1248
4/18/20,Australia,6568
4/18/20,Austria,14671
4/18/20,Azerbaijan,1373
4/18/20,Bahamas,55
4/18/20,Bahrain,1773
4/18/20,Bangladesh,2144
4/18/20,Barbados,75
4/18/20,Belarus,5297
4/18/20,Belgium,37183
4/18/20,Belize,18
4/18/20,Benin,35
4/18/20,Bhutan,5
4/18/20,Bolivia,493
4/18/20,Bosnia and Herzegovina,1268
4/18/20,Botswana,15
4/18/20,Brazil,36658
4/18/20,Brunei,137
4/18/20,Bulgaria,878
4/18/20,Burkina Faso,565
4/18/20,Burma,98
4/18/20,Burundi,5
4/18/20,Cabo Verde,58
4/18/20,Cambodia,122
4/18/20,Cameroon,1017
4/18/20,Canada,34356
4/18/20,Central African Republic,12
4/18/20,Chad,33
4/18/20,Chile,10598
4/18/20,China,83787
4/18/20,Colombia,3621
4/18/20,Comoros,0
4/18/20,Congo (Brazzaville),143
4/18/20,Congo (Kinshasa),307
4/18/20,Costa Rica,655
4/18/20,Cote d'Ivoire,801
4/18/20,Croatia,1832
4/18/20,Cuba,986
4/18/20,Cyprus,761
4/18/20,Czechia,6606
4/18/20,Denmark,7437
4/18/20,Diamond Princess,712
4/18/20,Djibouti,732
4/18/20,Dominica,16
4/18/20,Dominican Republic,4335
4/18/20,Ecuador,9022
4/18/20,Egypt,3032
4/18/20,El Salvador,190
4/18/20,Equatorial Guinea,79
4/18/20,Eritrea,39
4/18/20,Estonia,1512
4/18/20,Eswatini,22
4/18/20,Ethiopia,105
4/18/20,Fiji,17
4/18/20,Finland,3681
4/18/20,France,148086
4/18/20,Gabon,108
4/18/20,Gambia,9
4/18/20,Georgia,388
4/18/20,Germany,143342
4/18/20,Ghana,834
4/18/20,Greece,2235
4/18/20,Grenada,14
4/18/20,Guatemala,235
4/18/20,Guinea,518
4/18/20,Guinea-Bissau,46
4/18/20,Guyana,63
4/18/20,Haiti,44
4/18/20,Holy See,8
4/18/20,Honduras,457
4/18/20,Hungary,1834
4/18/20,Iceland,1760
4/18/20,India,15722
4/18/20,Indonesia,6248
4/18/20,Iran,80868
4/18/20,Iraq,1513
4/18/20,Ireland,14758
4/18/20,Israel,13265
4/18/20,Italy,175925
4/18/20,Jamaica,163
4/18/20,Japan,10548
4/18/20,Jordan,413
4/18/20,Kazakhstan,1615
4/18/20,Kenya,262
4/18/20,"Korea, South",10653
4/18/20,Kosovo,480
4/18/20,Kuwait,1751
4/18/20,Kyrgyzstan,506
4/18/20,Laos,19
4/18/20,Latvia,712
4/18/20,Lebanon,672
4/18/20,Lesotho,0
4/18/20,Liberia,76
4/18/20,Libya,49
4/18/20,Liechtenstein,79
4/18/20,Lithuania,1239
4/18/20,Luxembourg,3537
4/18/20,MS Zaandam,9
4/18/20,Madagascar,120
4/18/20,Malawi,17
4/18/20,Malaysia,5305
4/18/20,Maldives,35
4/18/20,Mali,216
4/18/20,Malta,426
4/18/20,Mauritania,7
4/18/20,Mauritius,325
4/18/20,Mexico,7497
4/18/20,Moldova,2378
4/18/20,Monaco,94
4/18/20,Mongolia,31
4/18/20,Montenegro,307
4/18/20,Morocco,2685
4/18/20,Mozambique,35
4/18/20,Namibia,16
4/18/20,Nepal,31
4/18/20,Netherlands,31766
4/18/20,New Zealand,1422
4/18/20,Nicaragua,9
4/18/20,Niger,639
4/18/20,Nigeria,542
4/18/20,North Macedonia,1170
4/18/20,Norway,7036
4/18/20,Oman,1180
4/18/20,Pakistan,8348
4/18/20,Panama,4210
4/18/20,Papua New Guinea,7
4/18/20,Paraguay,202
4/18/20,Peru,14420
4/18/20,Philippines,6087
4/18/20,Poland,8742
4/18/20,Portugal,19685
4/18/20,Qatar,5008
4/18/20,Romania,8418
4/18/20,Russia,36793
4/18/20,Rwanda,144
4/18/20,Saint Kitts and Nevis,14
4/18/20,Saint Lucia,15
4/18/20,Saint Vincent and the Grenadines,12
4/18/20,San Marino,455
4/18/20,Sao Tome and Principe,4
4/18/20,Saudi Arabia,8274
4/18/20,Senegal,350
4/18/20,Serbia,5994
4/18/20,Seychelles,11
4/18/20,Sierra Leone,30
4/18/20,Singapore,5992
4/18/20,Slovakia,1089
4/18/20,Slovenia,1317
4/18/20,Solomon Islands,0
4/18/20,Somalia,135
4/18/20,South Africa,3034
4/18/20,South Sudan,4
4/18/20,Spain,191726
4/18/20,Sri Lanka,254
4/18/20,Sudan,66
4/18/20,Suriname,10
4/18/20,Sweden,14275
4/18/20,Switzerland,27404
4/18/20,Syria,38
4/18/20,Taiwan*,398
4/18/20,Tajikistan,0
4/18/20,Tanzania,147
4/18/20,Thailand,2733
4/18/20,Timor-Leste,18
4/18/20,Togo,84
4/18/20,Trinidad and Tobago,114
4/18/20,Tunisia,864
4/18/20,Turkey,82329
4/18/20,US,736156
4/18/20,Uganda,55
4/18/20,Ukraine,5106
4/18/20,United Arab Emirates,6302
4/18/20,United Kingdom,122534
4/18/20,Uruguay,517
4/18/20,Uzbekistan,1490
4/18/20,Venezuela,227
4/18/20,Vietnam,268
4/18/20,West Bank and Gaza,313
4/18/20,Western Sahara,6
4/18/20,Yemen,1
4/18/20,Zambia,57
4/18/20,Zimbabwe,25
4/19/20,Afghanistan,996
4/19/20,Albania,562
4/19/20,Algeria,2629
4/19/20,Andorra,713
4/19/20,Angola,24
4/19/20,Antigua and Barbuda,23
4/19/20,Argentina,2839
4/19/20,Armenia,1291
4/19/20,Australia,6610
4/19/20,Austria,14749
4/19/20,Azerbaijan,1398
4/19/20,Bahamas,55
4/19/20,Bahrain,1881
4/19/20,Bangladesh,2456
4/19/20,Barbados,75
4/19/20,Belarus,5807
4/19/20,Belgium,38496
4/19/20,Belize,18
4/19/20,Benin,35
4/19/20,Bhutan,5
4/19/20,Bolivia,520
4/19/20,Bosnia and Herzegovina,1285
4/19/20,Botswana,20
4/19/20,Brazil,38654
4/19/20,Brunei,138
4/19/20,Bulgaria,894
4/19/20,Burkina Faso,576
4/19/20,Burma,111
4/19/20,Burundi,5
4/19/20,Cabo Verde,61
4/19/20,Cambodia,122
4/19/20,Cameroon,1017
4/19/20,Canada,35633
4/19/20,Central African Republic,12
4/19/20,Chad,33
4/19/20,Chile,10956
4/19/20,China,83805
4/19/20,Colombia,3792
4/19/20,Comoros,0
4/19/20,Congo (Brazzaville),143
4/19/20,Congo (Kinshasa),327
4/19/20,Costa Rica,660
4/19/20,Cote d'Ivoire,847
4/19/20,Croatia,1871
4/19/20,Cuba,1035
4/19/20,Cyprus,767
4/19/20,Czechia,6746
4/19/20,Denmark,7580
4/19/20,Diamond Princess,712
4/19/20,Djibouti,846
4/19/20,Dominica,16
4/19/20,Dominican Republic,4680
4/19/20,Ecuador,9468
4/19/20,Egypt,3144
4/19/20,El Salvador,201
4/19/20,Equatorial Guinea,79
4/19/20,Eritrea,39
4/19/20,Estonia,1528
4/19/20,Eswatini,22
4/19/20,Ethiopia,108
4/19/20,Fiji,17
4/19/20,Finland,3783
4/19/20,France,153011
4/19/20,Gabon,109
4/19/20,Gambia,10
4/19/20,Georgia,394
4/19/20,Germany,145184
4/19/20,Ghana,1042
4/19/20,Greece,2235
4/19/20,Grenada,14
4/19/20,Guatemala,257
4/19/20,Guinea,579
4/19/20,Guinea-Bissau,50
4/19/20,Guyana,65
4/19/20,Haiti,47
4/19/20,Holy See,8
4/19/20,Honduras,472
4/19/20,Hungary,1916
4/19/20,Iceland,1771
4/19/20,India,17615
4/19/20,Indonesia,6575
4/19/20,Iran,82211
4/19/20,Iraq,1539
4/19/20,Ireland,15251
4/19/20,Israel,13491
4/19/20,Italy,178972
4/19/20,Jamaica,173
4/19/20,Japan,10914
4/19/20,Jordan,417
4/19/20,Kazakhstan,1676
4/19/20,Kenya,270
4/19/20,"Korea, South",10661
4/19/20,Kosovo,510
4/19/20,Kuwait,1915
4/19/20,Kyrgyzstan,554
4/19/20,Laos,19
4/19/20,Latvia,727
4/19/20,Lebanon,673
4/19/20,Lesotho,0
4/19/20,Liberia,91
4/19/20,Libya,51
4/19/20,Liechtenstein,81
4/19/20,Lithuania,1298
4/19/20,Luxembourg,3550
4/19/20,MS Zaandam,9
4/19/20,Madagascar,121
4/19/20,Malawi,17
4/19/20,Malaysia,5389
4/19/20,Maldives,52
4/19/20,Mali,224
4/19/20,Malta,427
4/19/20,Mauritania,7
4/19/20,Mauritius,328
4/19/20,Mexico,8261
4/19/20,Moldova,2472
4/19/20,Monaco,94
4/19/20,Mongolia,32
4/19/20,Montenegro,308
4/19/20,Morocco,2855
4/19/20,Mozambique,39
4/19/20,Namibia,16
4/19/20,Nepal,31
4/19/20,Netherlands,32838
4/19/20,New Zealand,1431
4/19/20,Nicaragua,10
4/19/20,Niger,648
4/19/20,Nigeria,627
4/19/20,North Macedonia,1207
4/19/20,Norway,7078
4/19/20,Oman,1266
4/19/20,Pakistan,8418
4/19/20,Panama,4273
4/19/20,Papua New Guinea,7
4/19/20,Paraguay,206
4/19/20,Peru,15628
4/19/20,Philippines,6259
4/19/20,Poland,9287
4/19/20,Portugal,20206
4/19/20,Qatar,5448
4/19/20,Romania,8746
4/19/20,Russia,42853
4/19/20,Rwanda,147
4/19/20,Saint Kitts and Nevis,14
4/19/20,Saint Lucia,15
4/19/20,Saint Vincent and the Grenadines,12
4/19/20,San Marino,461
4/19/20,Sao Tome and Principe,4
4/19/20,Saudi Arabia,9362
4/19/20,Senegal,367
4/19/20,Serbia,6318
4/19/20,Seychelles,11
4/19/20,Sierra Leone,35
4/19/20,Singapore,6588
4/19/20,Slovakia,1161
4/19/20,Slovenia,1330
4/19/20,Solomon Islands,0
4/19/20,Somalia,164
4/19/20,South Africa,3158
4/19/20,South Sudan,4
4/19/20,Spain,198674
4/19/20,Sri Lanka,271
4/19/20,Sudan,66
4/19/20,Suriname,10
4/19/20,Sweden,14663
4/19/20,Switzerland,27740
4/19/20,Syria,39
4/19/20,Taiwan*,420
4/19/20,Tajikistan,0
4/19/20,Tanzania,170
4/19/20,Thailand,2765
4/19/20,Timor-Leste,19
4/19/20,Togo,84
4/19/20,Trinidad and Tobago,114
4/19/20,Tunisia,879
4/19/20,Turkey,86306
4/19/20,US,761837
4/19/20,Uganda,55
4/19/20,Ukraine,5449
4/19/20,United Arab Emirates,6781
4/19/20,United Kingdom,126394
4/19/20,Uruguay,528
4/19/20,Uzbekistan,1565
4/19/20,Venezuela,256
4/19/20,Vietnam,268
4/19/20,West Bank and Gaza,319
4/19/20,Western Sahara,6
4/19/20,Yemen,1
4/19/20,Zambia,61
4/19/20,Zimbabwe,25
4/20/20,Afghanistan,1026
4/20/20,Albania,584
4/20/20,Algeria,2718
4/20/20,Andorra,717
4/20/20,Angola,24
4/20/20,Antigua and Barbuda,23
4/20/20,Argentina,2941
4/20/20,Armenia,1339
4/20/20,Australia,6623
4/20/20,Austria,14795
4/20/20,Azerbaijan,1436
4/20/20,Bahamas,60
4/20/20,Bahrain,1907
4/20/20,Bangladesh,2948
4/20/20,Barbados,75
4/20/20,Belarus,6264
4/20/20,Belgium,39983
4/20/20,Belize,18
4/20/20,Benin,54
4/20/20,Bhutan,5
4/20/20,Bolivia,564
4/20/20,Bosnia and Herzegovina,1309
4/20/20,Botswana,20
4/20/20,Brazil,40743
4/20/20,Brunei,138
4/20/20,Bulgaria,929
4/20/20,Burkina Faso,581
4/20/20,Burma,119
4/20/20,Burundi,5
4/20/20,Cabo Verde,67
4/20/20,Cambodia,122
4/20/20,Cameroon,1163
4/20/20,Canada,37658
4/20/20,Central African Republic,12
4/20/20,Chad,33
4/20/20,Chile,11375
4/20/20,China,83817
4/20/20,Colombia,3977
4/20/20,Comoros,0
4/20/20,Congo (Brazzaville),160
4/20/20,Congo (Kinshasa),332
4/20/20,Costa Rica,662
4/20/20,Cote d'Ivoire,847
4/20/20,Croatia,1881
4/20/20,Cuba,1087
4/20/20,Cyprus,772
4/20/20,Czechia,6900
4/20/20,Denmark,7711
4/20/20,Diamond Princess,712
4/20/20,Djibouti,846
4/20/20,Dominica,16
4/20/20,Dominican Republic,4964
4/20/20,Ecuador,10128
4/20/20,Egypt,3333
4/20/20,El Salvador,218
4/20/20,Equatorial Guinea,79
4/20/20,Eritrea,39
4/20/20,Estonia,1535
4/20/20,Eswatini,24
4/20/20,Ethiopia,111
4/20/20,Fiji,18
4/20/20,Finland,3868
4/20/20,France,155393
4/20/20,Gabon,120
4/20/20,Gambia,10
4/20/20,Georgia,402
4/20/20,Germany,147065
4/20/20,Ghana,1042
4/20/20,Greece,2245
4/20/20,Grenada,14
4/20/20,Guatemala,289
4/20/20,Guinea,622
4/20/20,Guinea-Bissau,50
4/20/20,Guyana,65
4/20/20,Haiti,57
4/20/20,Holy See,9
4/20/20,Honduras,477
4/20/20,Hungary,1984
4/20/20,Iceland,1773
4/20/20,India,18539
4/20/20,Indonesia,6760
4/20/20,Iran,83505
4/20/20,Iraq,1574
4/20/20,Ireland,15652
4/20/20,Israel,13713
4/20/20,Italy,181228
4/20/20,Jamaica,223
4/20/20,Japan,11258
4/20/20,Jordan,425
4/20/20,Kazakhstan,1852
4/20/20,Kenya,281
4/20/20,"Korea, South",10674
4/20/20,Kosovo,561
4/20/20,Kuwait,1995
4/20/20,Kyrgyzstan,568
4/20/20,Laos,19
4/20/20,Latvia,739
4/20/20,Lebanon,677
4/20/20,Lesotho,0
4/20/20,Liberia,99
4/20/20,Libya,51
4/20/20,Liechtenstein,81
4/20/20,Lithuania,1326
4/20/20,Luxembourg,3558
4/20/20,MS Zaandam,9
4/20/20,Madagascar,121
4/20/20,Malawi,17
4/20/20,Malaysia,5425
4/20/20,Maldives,69
4/20/20,Mali,246
4/20/20,Malta,431
4/20/20,Mauritania,7
4/20/20,Mauritius,328
4/20/20,Mexico,8772
4/20/20,Moldova,2548
4/20/20,Monaco,94
4/20/20,Mongolia,33
4/20/20,Montenegro,312
4/20/20,Morocco,3046
4/20/20,Mozambique,39
4/20/20,Namibia,16
4/20/20,Nepal,31
4/20/20,Netherlands,33588
4/20/20,New Zealand,1440
4/20/20,Nicaragua,10
4/20/20,Niger,648
4/20/20,Nigeria,665
4/20/20,North Macedonia,1225
4/20/20,Norway,7156
4/20/20,Oman,1410
4/20/20,Pakistan,9565
4/20/20,Panama,4467
4/20/20,Papua New Guinea,7
4/20/20,Paraguay,208
4/20/20,Peru,16325
4/20/20,Philippines,6459
4/20/20,Poland,9593
4/20/20,Portugal,20863
4/20/20,Qatar,6015
4/20/20,Romania,8936
4/20/20,Russia,47121
4/20/20,Rwanda,147
4/20/20,Saint Kitts and Nevis,15
4/20/20,Saint Lucia,15
4/20/20,Saint Vincent and the Grenadines,12
4/20/20,San Marino,462
4/20/20,Sao Tome and Principe,4
4/20/20,Saudi Arabia,10484
4/20/20,Senegal,377
4/20/20,Serbia,6630
4/20/20,Seychelles,11
4/20/20,Sierra Leone,43
4/20/20,Singapore,8014
4/20/20,Slovakia,1173
4/20/20,Slovenia,1335
4/20/20,Solomon Islands,0
4/20/20,Somalia,237
4/20/20,South Africa,3300
4/20/20,South Sudan,4
4/20/20,Spain,200210
4/20/20,Sri Lanka,304
4/20/20,Sudan,107
4/20/20,Suriname,10
4/20/20,Sweden,15124
4/20/20,Switzerland,27944
4/20/20,Syria,39
4/20/20,Taiwan*,422
4/20/20,Tajikistan,0
4/20/20,Tanzania,254
4/20/20,Thailand,2792
4/20/20,Timor-Leste,22
4/20/20,Togo,84
4/20/20,Trinidad and Tobago,114
4/20/20,Tunisia,884
4/20/20,Turkey,90980
4/20/20,US,790259
4/20/20,Uganda,56
4/20/20,Ukraine,5710
4/20/20,United Arab Emirates,7265
4/20/20,United Kingdom,131260
4/20/20,Uruguay,535
4/20/20,Uzbekistan,1627
4/20/20,Venezuela,256
4/20/20,Vietnam,268
4/20/20,West Bank and Gaza,329
4/20/20,Western Sahara,6
4/20/20,Yemen,1
4/20/20,Zambia,65
4/20/20,Zimbabwe,25
4/21/20,Afghanistan,1092
4/21/20,Albania,609
4/21/20,Algeria,2811
4/21/20,Andorra,717
4/21/20,Angola,24
4/21/20,Antigua and Barbuda,23
4/21/20,Argentina,3031
4/21/20,Armenia,1401
4/21/20,Australia,6645
4/21/20,Austria,14873
4/21/20,Azerbaijan,1480
4/21/20,Bahamas,65
4/21/20,Bahrain,1973
4/21/20,Bangladesh,3382
4/21/20,Barbados,75
4/21/20,Belarus,6723
4/21/20,Belgium,40956
4/21/20,Belize,18
4/21/20,Benin,54
4/21/20,Bhutan,6
4/21/20,Bolivia,598
4/21/20,Bosnia and Herzegovina,1342
4/21/20,Botswana,20
4/21/20,Brazil,43079
4/21/20,Brunei,138
4/21/20,Bulgaria,975
4/21/20,Burkina Faso,600
4/21/20,Burma,121
4/21/20,Burundi,5
4/21/20,Cabo Verde,68
4/21/20,Cambodia,122
4/21/20,Cameroon,1163
4/21/20,Canada,39402
4/21/20,Central African Republic,14
4/21/20,Chad,33
4/21/20,Chile,11700
4/21/20,China,83853
4/21/20,Colombia,4149
4/21/20,Comoros,0
4/21/20,Congo (Brazzaville),165
4/21/20,Congo (Kinshasa),350
4/21/20,Costa Rica,669
4/21/20,Cote d'Ivoire,916
4/21/20,Croatia,1908
4/21/20,Cuba,1137
4/21/20,Cyprus,784
4/21/20,Czechia,7033
4/21/20,Denmark,7891
4/21/20,Diamond Princess,712
4/21/20,Djibouti,945
4/21/20,Dominica,16
4/21/20,Dominican Republic,5044
4/21/20,Ecuador,10398
4/21/20,Egypt,3490
4/21/20,El Salvador,225
4/21/20,Equatorial Guinea,83
4/21/20,Eritrea,39
4/21/20,Estonia,1552
4/21/20,Eswatini,31
4/21/20,Ethiopia,114
4/21/20,Fiji,18
4/21/20,Finland,4014
4/21/20,France,158168
4/21/20,Gabon,156
4/21/20,Gambia,10
4/21/20,Georgia,408
4/21/20,Germany,148291
4/21/20,Ghana,1042
4/21/20,Greece,2401
4/21/20,Grenada,14
4/21/20,Guatemala,294
4/21/20,Guinea,688
4/21/20,Guinea-Bissau,50
4/21/20,Guyana,66
4/21/20,Haiti,57
4/21/20,Holy See,9
4/21/20,Honduras,494
4/21/20,Hungary,2098
4/21/20,Iceland,1778
4/21/20,India,20080
4/21/20,Indonesia,7135
4/21/20,Iran,84802
4/21/20,Iraq,1602
4/21/20,Ireland,16040
4/21/20,Israel,13942
4/21/20,Italy,183957
4/21/20,Jamaica,223
4/21/20,Japan,11641
4/21/20,Jordan,428
4/21/20,Kazakhstan,1995
4/21/20,Kenya,296
4/21/20,"Korea, South",10683
4/21/20,Kosovo,598
4/21/20,Kuwait,2080
4/21/20,Kyrgyzstan,590
4/21/20,Laos,19
4/21/20,Latvia,748
4/21/20,Lebanon,677
4/21/20,Lesotho,0
4/21/20,Liberia,101
4/21/20,Libya,51
4/21/20,Liechtenstein,81
4/21/20,Lithuania,1350
4/21/20,Luxembourg,3618
4/21/20,MS Zaandam,9
4/21/20,Madagascar,121
4/21/20,Malawi,18
4/21/20,Malaysia,5482
4/21/20,Maldives,83
4/21/20,Mali,258
4/21/20,Malta,443
4/21/20,Mauritania,7
4/21/20,Mauritius,328
4/21/20,Mexico,9501
4/21/20,Moldova,2614
4/21/20,Monaco,94
4/21/20,Mongolia,34
4/21/20,Montenegro,313
4/21/20,Morocco,3209
4/21/20,Mozambique,39
4/21/20,Namibia,16
4/21/20,Nepal,43
4/21/20,Netherlands,34317
4/21/20,New Zealand,1445
4/21/20,Nicaragua,10
4/21/20,Niger,657
4/21/20,Nigeria,665
4/21/20,North Macedonia,1231
4/21/20,Norway,7191
4/21/20,Oman,1508
4/21/20,Pakistan,10076
4/21/20,Panama,4658
4/21/20,Papua New Guinea,7
4/21/20,Paraguay,208
4/21/20,Peru,17837
4/21/20,Philippines,6599
4/21/20,Poland,9856
4/21/20,Portugal,21379
4/21/20,Qatar,6533
4/21/20,Romania,9242
4/21/20,Russia,52763
4/21/20,Rwanda,150
4/21/20,Saint Kitts and Nevis,15
4/21/20,Saint Lucia,15
4/21/20,Saint Vincent and the Grenadines,12
4/21/20,San Marino,476
4/21/20,Sao Tome and Principe,4
4/21/20,Saudi Arabia,11631
4/21/20,Senegal,412
4/21/20,Serbia,6890
4/21/20,Seychelles,11
4/21/20,Sierra Leone,50
4/21/20,Singapore,9125
4/21/20,Slovakia,1199
4/21/20,Slovenia,1344
4/21/20,Solomon Islands,0
4/21/20,Somalia,286
4/21/20,South Africa,3465
4/21/20,South Sudan,4
4/21/20,Spain,204178
4/21/20,Sri Lanka,310
4/21/20,Sudan,107
4/21/20,Suriname,10
4/21/20,Sweden,15831
4/21/20,Switzerland,28063
4/21/20,Syria,42
4/21/20,Taiwan*,425
4/21/20,Tajikistan,0
4/21/20,Tanzania,254
4/21/20,Thailand,2811
4/21/20,Timor-Leste,23
4/21/20,Togo,86
4/21/20,Trinidad and Tobago,115
4/21/20,Tunisia,884
4/21/20,Turkey,95591
4/21/20,US,816297
4/21/20,Uganda,61
4/21/20,Ukraine,6125
4/21/20,United Arab Emirates,7755
4/21/20,United Kingdom,136035
4/21/20,Uruguay,543
4/21/20,Uzbekistan,1678
4/21/20,Venezuela,285
4/21/20,Vietnam,268
4/21/20,West Bank and Gaza,329
4/21/20,Western Sahara,6
4/21/20,Yemen,1
4/21/20,Zambia,70
4/21/20,Zimbabwe,28
4/22/20,Afghanistan,1176
4/22/20,Albania,634
4/22/20,Algeria,2910
4/22/20,Andorra,723
4/22/20,Angola,25
4/22/20,Antigua and Barbuda,24
4/22/20,Argentina,3144
4/22/20,Armenia,1473
4/22/20,Australia,6652
4/22/20,Austria,14925
4/22/20,Azerbaijan,1518
4/22/20,Bahamas,65
4/22/20,Bahrain,2027
4/22/20,Bangladesh,3772
4/22/20,Barbados,75
4/22/20,Belarus,7281
4/22/20,Belgium,41889
4/22/20,Belize,18
4/22/20,Benin,54
4/22/20,Bhutan,6
4/22/20,Bolivia,609
4/22/20,Bosnia and Herzegovina,1368
4/22/20,Botswana,22
4/22/20,Brazil,45757
4/22/20,Brunei,138
4/22/20,Bulgaria,1024
4/22/20,Burkina Faso,609
4/22/20,Burma,123
4/22/20,Burundi,11
4/22/20,Cabo Verde,73
4/22/20,Cambodia,122
4/22/20,Cameroon,1163
4/22/20,Canada,41663
4/22/20,Central African Republic,14
4/22/20,Chad,33
4/22/20,Chile,12164
4/22/20,China,83868
4/22/20,Colombia,4356
4/22/20,Comoros,0
4/22/20,Congo (Brazzaville),186
4/22/20,Congo (Kinshasa),359
4/22/20,Costa Rica,681
4/22/20,Cote d'Ivoire,952
4/22/20,Croatia,1950
4/22/20,Cuba,1189
4/22/20,Cyprus,790
4/22/20,Czechia,7132
4/22/20,Denmark,8108
4/22/20,Diamond Princess,712
4/22/20,Djibouti,974
4/22/20,Dominica,16
4/22/20,Dominican Republic,5300
4/22/20,Ecuador,10850
4/22/20,Egypt,3659
4/22/20,El Salvador,237
4/22/20,Equatorial Guinea,84
4/22/20,Eritrea,39
4/22/20,Estonia,1559
4/22/20,Eswatini,31
4/22/20,Ethiopia,116
4/22/20,Fiji,18
4/22/20,Finland,4129
4/22/20,France,155980
4/22/20,Gabon,166
4/22/20,Gambia,10
4/22/20,Georgia,416
4/22/20,Germany,150648
4/22/20,Ghana,1154
4/22/20,Greece,2408
4/22/20,Grenada,15
4/22/20,Guatemala,316
4/22/20,Guinea,761
4/22/20,Guinea-Bissau,50
4/22/20,Guyana,67
4/22/20,Haiti,62
4/22/20,Holy See,9
4/22/20,Honduras,510
4/22/20,Hungary,2168
4/22/20,Iceland,1785
4/22/20,India,21370
4/22/20,Indonesia,7418
4/22/20,Iran,85996
4/22/20,Iraq,1631
4/22/20,Ireland,16671
4/22/20,Israel,14498
4/22/20,Italy,187327
4/22/20,Jamaica,233
4/22/20,Japan,12037
4/22/20,Jordan,435
4/22/20,Kazakhstan,2135
4/22/20,Kenya,303
4/22/20,"Korea, South",10694
4/22/20,Kosovo,604
4/22/20,Kuwait,2248
4/22/20,Kyrgyzstan,612
4/22/20,Laos,19
4/22/20,Latvia,761
4/22/20,Lebanon,682
4/22/20,Lesotho,0
4/22/20,Liberia,101
4/22/20,Libya,59
4/22/20,Liechtenstein,81
4/22/20,Lithuania,1370
4/22/20,Luxembourg,3654
4/22/20,MS Zaandam,9
4/22/20,Madagascar,121
4/22/20,Malawi,23
4/22/20,Malaysia,5532
4/22/20,Maldives,86
4/22/20,Mali,293
4/22/20,Malta,444
4/22/20,Mauritania,7
4/22/20,Mauritius,329
4/22/20,Mexico,10544
4/22/20,Moldova,2778
4/22/20,Monaco,94
4/22/20,Mongolia,35
4/22/20,Montenegro,315
4/22/20,Morocco,3446
4/22/20,Mozambique,41
4/22/20,Namibia,16
4/22/20,Nepal,45
4/22/20,Netherlands,35032
4/22/20,New Zealand,1451
4/22/20,Nicaragua,10
4/22/20,Niger,662
4/22/20,Nigeria,873
4/22/20,North Macedonia,1259
4/22/20,Norway,7338
4/22/20,Oman,1614
4/22/20,Pakistan,11155
4/22/20,Panama,4821
4/22/20,Papua New Guinea,8
4/22/20,Paraguay,213
4/22/20,Peru,19250
4/22/20,Philippines,6710
4/22/20,Poland,10169
4/22/20,Portugal,21982
4/22/20,Qatar,7141
4/22/20,Romania,9710
4/22/20,Russia,57999
4/22/20,Rwanda,153
4/22/20,Saint Kitts and Nevis,15
4/22/20,Saint Lucia,15
4/22/20,Saint Vincent and the Grenadines,13
4/22/20,San Marino,488
4/22/20,Sao Tome and Principe,4
4/22/20,Saudi Arabia,12772
4/22/20,Senegal,442
4/22/20,Serbia,7144
4/22/20,Seychelles,11
4/22/20,Sierra Leone,61
4/22/20,Singapore,10141
4/22/20,Slovakia,1244
4/22/20,Slovenia,1353
4/22/20,Solomon Islands,0
4/22/20,Somalia,286
4/22/20,South Africa,3635
4/22/20,South Sudan,4
4/22/20,Spain,208389
4/22/20,Sri Lanka,330
4/22/20,Sudan,140
4/22/20,Suriname,10
4/22/20,Sweden,16553
4/22/20,Switzerland,28268
4/22/20,Syria,42
4/22/20,Taiwan*,426
4/22/20,Tajikistan,0
4/22/20,Tanzania,284
4/22/20,Thailand,2826
4/22/20,Timor-Leste,23
4/22/20,Togo,88
4/22/20,Trinidad and Tobago,115
4/22/20,Tunisia,909
4/22/20,Turkey,98674
4/22/20,US,845594
4/22/20,Uganda,63
4/22/20,Ukraine,6592
4/22/20,United Arab Emirates,8238
4/22/20,United Kingdom,141540
4/22/20,Uruguay,549
4/22/20,Uzbekistan,1716
4/22/20,Venezuela,288
4/22/20,Vietnam,268
4/22/20,West Bank and Gaza,335
4/22/20,Western Sahara,6
4/22/20,Yemen,1
4/22/20,Zambia,74
4/22/20,Zimbabwe,28
4/23/20,Afghanistan,1279
4/23/20,Albania,663
4/23/20,Algeria,3007
4/23/20,Andorra,723
4/23/20,Angola,25
4/23/20,Antigua and Barbuda,24
4/23/20,Argentina,3435
4/23/20,Armenia,1523
4/23/20,Australia,6662
4/23/20,Austria,15002
4/23/20,Azerbaijan,1548
4/23/20,Bahamas,72
4/23/20,Bahrain,2217
4/23/20,Bangladesh,4186
4/23/20,Barbados,76
4/23/20,Belarus,8022
4/23/20,Belgium,42797
4/23/20,Belize,18
4/23/20,Benin,54
4/23/20,Bhutan,7
4/23/20,Bolivia,703
4/23/20,Bosnia and Herzegovina,1413
4/23/20,Botswana,22
4/23/20,Brazil,50036
4/23/20,Brunei,138
4/23/20,Bulgaria,1097
4/23/20,Burkina Faso,616
4/23/20,Burma,139
4/23/20,Burundi,11
4/23/20,Cabo Verde,82
4/23/20,Cambodia,122
4/23/20,Cameroon,1334
4/23/20,Canada,43299
4/23/20,Central African Republic,16
